species_cluster,Accession_number,Location,Biogeographic_region
3,67b18779b505114ae996f7278879c27e_2,Chile,TEMP. SOUTH AMERICA
3,f8129480ddbad418d18f9035ca5d4bea..,Chile,TEMP. SOUTH AMERICA
3,9e42e4d0357aa7f83cf7150113c18e33..,Chile,TEMP. SOUTH AMERICA
3,718eeeeb32841a15d42b0a25799284ba..,Chile,TEMP. SOUTH AMERICA
3,fcee44fc7f3433c2a6e34c9bf247cc4c..,Chile,TEMP. SOUTH AMERICA
3,c6bb64ade8890c003198f6a70a0662b4..,Chile,TEMP. SOUTH AMERICA
3,76161f7c43448a05e0259b053b0a93cc..,Chile,TEMP. SOUTH AMERICA
3,99c04705272c5bc58575d906eaadc949..,Chile,TEMP. SOUTH AMERICA
3,83c3c43e7ec8e92762dacc25fde93ce2..,Chile,TEMP. SOUTH AMERICA
3,c1173833da86488968fb42f655e2b783..,Chile,TEMP. SOUTH AMERICA
3,7f6974e6d5637f5917fe7231b414fb2d..,Chile,TEMP. SOUTH AMERICA
3,9606c303b88ed20b377d17db6bd7d14a..,Chile,TEMP. SOUTH AMERICA
3,23b9c6a3c6b5452743de7536463c04c5..,Chile,TEMP. SOUTH AMERICA
3,8966610e79bf0b5b458e5e7af315ddf5..,Chile,TEMP. SOUTH AMERICA
3,8966610e79bf0b5b458e5e7af315ddf5_3,Chile,TEMP. SOUTH AMERICA
3,ad67716b031043a3e4c6990a07600ea9..,Chile,TEMP. SOUTH AMERICA
3,09dc2e267fe9487deccb8388d39458e6..,Chile,TEMP. SOUTH AMERICA
3,f1d91bf42fdea2b6c9c2f1498ebb81dd..,Chile,TEMP. SOUTH AMERICA
3,a62103c3c6a475c05e8a03a39fc084a7..,Chile,TEMP. SOUTH AMERICA
3,b75d599b959334f2103fc5dade239b17..,Chile,TEMP. SOUTH AMERICA
3,d3352c271f85e8677eeace2d87494e1e..,Chile,TEMP. SOUTH AMERICA
3,68e8034cfe5b6a4498666645412beb54..,Chile,TEMP. SOUTH AMERICA
3,5994da646d8732199bd53d615ac31079..,Chile,TEMP. SOUTH AMERICA
3,a251ff81715263c7dd8a5069f943f17a,Chile,TEMP. SOUTH AMERICA
3,266a7845ceafcfa47e25ab49f2cd5d9b_2,Chile,TEMP. SOUTH AMERICA
3,266a7845ceafcfa47e25ab49f2cd5d9b_3,Chile,TEMP. SOUTH AMERICA
3,6e1d3a0a5f5afc8dbd9f4fc7a32a8fe2..,Chile,TEMP. SOUTH AMERICA
3,b74955b2b30ff738cf122f106f5170b6..,Chile,TEMP. SOUTH AMERICA
3,ae40ffcbcd256f772f2e4e7f28b5d2c7_2,Chile,TEMP. SOUTH AMERICA
3,ae40ffcbcd256f772f2e4e7f28b5d2c7_4,Chile,TEMP. SOUTH AMERICA
3,ae40ffcbcd256f772f2e4e7f28b5d2c7_6,Chile,TEMP. SOUTH AMERICA
3,e9c374ad733379720e2a597596762861..,Chile,TEMP. SOUTH AMERICA
3,a876ed9674f52aa85e8bbf06cafc6a87..,Chile,TEMP. SOUTH AMERICA
3,7fdb443dcbf473fe931b20521c7f21ef..,Chile,TEMP. SOUTH AMERICA
3,5882e34b4c1d770e4ad6eadceca13b87..,Chile,TEMP. SOUTH AMERICA
3,70ff3319230fb165d1f5c8f899cf8cbf..,Chile,TEMP. SOUTH AMERICA
3,70ff3319230fb165d1f5c8f899cf8cbf_2,Chile,TEMP. SOUTH AMERICA
3,70ff3319230fb165d1f5c8f899cf8cbf_3,Chile,TEMP. SOUTH AMERICA
3,f69fc5be77c0d6e3c0d0278da6c69ba1..,Chile,TEMP. SOUTH AMERICA
3,5977871a722ea42970fdbc9c170bb2ba..,Chile,TEMP. SOUTH AMERICA
3,63348cea436ab4cde49f441d6066a81b..,Chile,TEMP. SOUTH AMERICA
3,f66b5c7e357ca592f5d818cb4877a1a3..,Chile,TEMP. SOUTH AMERICA
3,c081bf7544385efe0d90ad628d2ed935..,Chile,TEMP. SOUTH AMERICA
3,c081bf7544385efe0d90ad628d2ed935_2,Chile,TEMP. SOUTH AMERICA
3,4e4265c2d2ffb6e84d21813004fd9a84..,Chile,TEMP. SOUTH AMERICA
3,4e4265c2d2ffb6e84d21813004fd9a84_2,Chile,TEMP. SOUTH AMERICA
3,4e4265c2d2ffb6e84d21813004fd9a84_3,Chile,TEMP. SOUTH AMERICA
3,9b41a42ab88dc9b227e9cffaecff870a..,Chile,TEMP. SOUTH AMERICA
3,bc24144541c37be6d7f15905c7b81da2..,Chile,TEMP. SOUTH AMERICA
3,87c2195fabee1702f4cdb6e2fb94841f..,Chile,TEMP. SOUTH AMERICA
3,0fe0e316745c9d21c283d716659818b7..,Chile,TEMP. SOUTH AMERICA
3,81c9240e9ee4e4e26a063138b9f1a1e2..,Chile,TEMP. SOUTH AMERICA
3,87cf247a0404241af243965a22082064..,Chile,TEMP. SOUTH AMERICA
3,67c14bbb607f35a015451b7d1b9510f4..,Chile,TEMP. SOUTH AMERICA
3,fd31a6871b6816b18003525442cdb64d..,Chile,TEMP. SOUTH AMERICA
3,4cc8aac8b7c1de5322e78bf62d3011e2..,Chile,TEMP. SOUTH AMERICA
3,b23388e2bca873b845d02f812e17f7e3..,Chile,TEMP. SOUTH AMERICA
3,2852cc7c76d41c7205e5b73cb9b7cd60..,Chile,TEMP. SOUTH AMERICA
3,9569b33775bf3e7fa2564dfa950da84c..,Chile,TEMP. SOUTH AMERICA
3,3339a3388487653fe256d6db8c7021df..,Chile,TEMP. SOUTH AMERICA
3,3339a3388487653fe256d6db8c7021df_2,Chile,TEMP. SOUTH AMERICA
3,4484123bf74b213744ac71962b97cf9f..,Chile,TEMP. SOUTH AMERICA
3,54a97869fcaa89a1a699a1910d1d5477..,Chile,TEMP. SOUTH AMERICA
3,9616797aafad762f8da6a3bd15cf1f32..,Chile,TEMP. SOUTH AMERICA
3,556859b9e534ea95c32606dfc480d10a..,Chile,TEMP. SOUTH AMERICA
3,b6a4bbc1000efc2292cde22fd9c41605..,Chile,TEMP. SOUTH AMERICA
3,1737399321ca996c9f58907467b4ca26..,Chile,TEMP. SOUTH AMERICA
3,4565f7d3aaa3731f76375ef44f3ecb10..,Chile,TEMP. SOUTH AMERICA
3,a284c016dfc255b3a6178a8dae2c7846..,Chile,TEMP. SOUTH AMERICA
3,ad94b592189661e77a13e8c40b485715..,Chile,TEMP. SOUTH AMERICA
3,8d5b535479c0e4dea33e4b5dda5c8bec..,Chile,TEMP. SOUTH AMERICA
3,b83195a1abe9bebe6eccde066774ae08..,Chile,TEMP. SOUTH AMERICA
3,c5a60bfaa1e5c63024e451be597152f0..,Chile,TEMP. SOUTH AMERICA
4,KY389152.1,China,EAST ASIA
4,KY389169.1,China,EAST ASIA
4,KY389158.1,China,EAST ASIA
4,KY389157.1,China,EAST ASIA
4,MG931891.1,China,EAST ASIA
4,MG931890.1,China,EAST ASIA
4,MG931839.1,China,EAST ASIA
4,MG931833.1,China,EAST ASIA
4,MG931832.1,China,EAST ASIA
4,MG931829.1,China,EAST ASIA
4,MG931827.1,China,EAST ASIA
4,MG931826.1,China,EAST ASIA
4,MG931825.1,China,EAST ASIA
4,MG931824.1,China,EAST ASIA
4,MG931823.1,China,EAST ASIA
4,MG931822.1,China,EAST ASIA
4,MG931820.1,China,EAST ASIA
4,MG931819.1,China,EAST ASIA
4,MG931818.1,China,EAST ASIA
4,MG931817.1,China,EAST ASIA
4,MG931811.1,China,EAST ASIA
4,MG931810.1,China,EAST ASIA
4,MG931809.1,China,EAST ASIA
4,MG931806.1,China,EAST ASIA
4,MG931801.1,China,EAST ASIA
4,MG931800.1,China,EAST ASIA
4,MG931799.1,China,EAST ASIA
4,MG931798.1,China,EAST ASIA
4,MG931796.1,China,EAST ASIA
4,MG931789.1,China,EAST ASIA
4,MG931788.1,China,EAST ASIA
4,MG931785.1,China,EAST ASIA
4,MG931784.1,China,EAST ASIA
4,MG931779.1,China,EAST ASIA
4,MG931777.1,China,EAST ASIA
4,MG931776.1,China,EAST ASIA
4,MG931775.1,China,EAST ASIA
4,MG931774.1,China,EAST ASIA
4,MG931773.1,China,EAST ASIA
4,MG931741.1,China,EAST ASIA
4,MG931740.1,China,EAST ASIA
4,MG931737.1,China,EAST ASIA
4,MG931736.1,China,EAST ASIA
4,MG931731.1,China,EAST ASIA
4,MG931880.1,China,EAST ASIA
4,MG931849.1,China,EAST ASIA
4,MG931793.1,China,EAST ASIA
4,MG931858.1,China,EAST ASIA
4,MG931902.1,China,EAST ASIA
4,MG931863.1,China,EAST ASIA
4,MG931845.1,China,EAST ASIA
4,MG931874.1,China,EAST ASIA
4,MG931859.1,China,EAST ASIA
4,MG931855.1,China,EAST ASIA
4,MG931852.1,China,EAST ASIA
4,MG931714.1,China,EAST ASIA
4,MG931901.1,China,EAST ASIA
4,MG931899.1,China,EAST ASIA
4,MG931879.1,China,EAST ASIA
4,MG931854.1,China,EAST ASIA
4,MG931847.1,China,EAST ASIA
4,MG931716.1,China,EAST ASIA
4,MG931715.1,China,EAST ASIA
4,MG931900.1,China,EAST ASIA
4,MG931884.1,China,EAST ASIA
4,MG931875.1,China,EAST ASIA
4,MG931873.1,China,EAST ASIA
4,MG931871.1,China,EAST ASIA
4,MG931870.1,China,EAST ASIA
4,MG931861.1,China,EAST ASIA
4,MG931851.1,China,EAST ASIA
4,MG931892.1,China,EAST ASIA
4,MG931865.1,China,EAST ASIA
4,MG931853.1,China,EAST ASIA
4,KY389186.1,China,EAST ASIA
4,KT822271.1,China,EAST ASIA
4,KT822272.1,China,EAST ASIA
4,KT822267.1,China,EAST ASIA
4,KY389185.1,China,EAST ASIA
4,KY389184.1,China,EAST ASIA
4,KY389156.1,China,EAST ASIA
4,KY389154.1,China,EAST ASIA
4,KY389153.1,China,EAST ASIA
4,KP162308.1,China,EAST ASIA
4,MW404998.1,China,EAST ASIA
4,KT822283.1,China,EAST ASIA
4,KT822263.1,China,EAST ASIA
4,KT822262.1,China,EAST ASIA
4,KY389192.1,China,EAST ASIA
4,KY389191.1,China,EAST ASIA
4,KY389181.1,China,EAST ASIA
4,KY389180.1,China,EAST ASIA
4,KY389147.1,China,EAST ASIA
4,AB300720.1,China,EAST ASIA
4,KP162321.1,China,EAST ASIA
4,KY389168.1,China,EAST ASIA
4,KY389167.1,China,EAST ASIA
4,KT822329.1,China,EAST ASIA
4,KT822286.1,China,EAST ASIA
4,MG231460.1,China,EAST ASIA
4,KY389177.1,China,EAST ASIA
4,MZ063032.1,China,EAST ASIA
4,MZ063031.1,China,EAST ASIA
4,MZ063030.1,China,EAST ASIA
4,KT822328.1,China,EAST ASIA
4,KT822300.1,China,EAST ASIA
4,KT822288.1,China,EAST ASIA
4,MG931888.1,China,EAST ASIA
4,MG931848.1,China,EAST ASIA
4,MG931835.1,China,EAST ASIA
4,MG931834.1,China,EAST ASIA
4,MG931816.1,China,EAST ASIA
4,MG931814.1,China,EAST ASIA
4,MG931808.1,China,EAST ASIA
4,MG931807.1,China,EAST ASIA
4,MG931805.1,China,EAST ASIA
4,MG931803.1,China,EAST ASIA
4,MG931797.1,China,EAST ASIA
4,MG931795.1,China,EAST ASIA
4,MG931747.1,China,EAST ASIA
4,MG931730.1,China,EAST ASIA
4,MG931729.1,China,EAST ASIA
4,MG931727.1,China,EAST ASIA
4,MG931726.1,China,EAST ASIA
4,MG931717.1,China,EAST ASIA
4,MG931713.1,China,EAST ASIA
4,MG931712.1,China,EAST ASIA
4,MG931830.1,China,EAST ASIA
4,MG931794.1,China,EAST ASIA
4,MG931898.1,China,EAST ASIA
4,MG931897.1,China,EAST ASIA
4,MG931896.1,China,EAST ASIA
4,MG931895.1,China,EAST ASIA
4,MG931894.1,China,EAST ASIA
4,MG931893.1,China,EAST ASIA
4,MG931889.1,China,EAST ASIA
4,MG931887.1,China,EAST ASIA
4,MG931886.1,China,EAST ASIA
4,MG931885.1,China,EAST ASIA
4,MG931882.1,China,EAST ASIA
4,MG931881.1,China,EAST ASIA
4,MG931813.1,China,EAST ASIA
4,MG931749.1,China,EAST ASIA
4,MG931723.1,China,EAST ASIA
4,MG931815.1,China,EAST ASIA
4,MG931728.1,China,EAST ASIA
4,MG931724.1,China,EAST ASIA
4,MG931866.1,China,EAST ASIA
4,MG931856.1,China,EAST ASIA
4,MG931862.1,China,EAST ASIA
4,MW404997.1,China,EAST ASIA
4,KY389187.1,China,EAST ASIA
4,KP162316.1,China,EAST ASIA
4,KP162315.1,China,EAST ASIA
4,KT822298.1,China,EAST ASIA
4,KP162329.1,China,EAST ASIA
4,KT822303.1,China,EAST ASIA
4,KP162334.1,China,EAST ASIA
4,KP162313.1,China,EAST ASIA
4,KY389171.1,China,EAST ASIA
4,KT822277.1,China,EAST ASIA
4,KP162323.1,China,EAST ASIA
4,KT822299.1,China,EAST ASIA
4,KP162320.1,China-Polyporus associate,EAST ASIA
4,AB510882.1,Japan,EAST ASIA
4,AB510878.1,Japan,EAST ASIA
4,AB510862.1,Japan,EAST ASIA
4,AB510885.1,Japan,EAST ASIA
4,AB510869.1,Japan,EAST ASIA
4,AB510877.1,Japan,EAST ASIA
4,AB510898.1,Japan,EAST ASIA
4,AB510875.1,Japan,EAST ASIA
4,AB510870.1,Japan,EAST ASIA
4,AB510890.1,Japan,EAST ASIA
4,AB510884.1,Japan,EAST ASIA
4,AB510873.1,Japan,EAST ASIA
4,AB300717.1,Japan,EAST ASIA
4,AB300718.1,Japan,EAST ASIA
4,AB300716.1,Japan,EAST ASIA
4,AB510886.1,Japan,EAST ASIA
4,AB510866.1,Japan,EAST ASIA
4,MG931915.1,Russia,EAST ASIA
4,MG931913.1,Russia,EAST ASIA
4,MG931766.1,Russia,EAST ASIA
4,KT355029.1,Russia,EAST ASIA
4,MG696197.1,South Korea,EAST ASIA
4,KX065940.1,USA: Michigan,EAST NA
4,MG931909.1,USA: Minnesota,EAST NA
4,KX065934.1,USA: Mississippi,EAST NA
4,MG931828.1,Finland,EUROPE
4,MG931764.1,France,EUROPE
4,JN657452.1,France,EUROPE
4,MG066630.1,France,EUROPE
4,FJ664584.1,France,EUROPE
4,HQ232291.1,France,EUROPE
4,MG931780.1,Italy,EUROPE
4,KP960531.1,Italy,EUROPE
4,KP960560.1,Italy,EUROPE
4,MK036375.1,Italy,EUROPE
4,MK036372.1,Italy,EUROPE
4,AJ250054.1,Italy,EUROPE
4,KP960551.1,Italy,EUROPE
4,MG931768.1,Norway,EUROPE
4,AY848940.1,Poland,EUROPE
4,MK028874.1,Poland,EUROPE
4,KX618538.1,UK,EUROPE
4,KX618582.1,UK,EUROPE
4,KX618532.1,UK,EUROPE
4,KX618565.1,UK,EUROPE
4,KX618562.1,UK,EUROPE
4,KX618559.1,UK,EUROPE
4,KX618560.1,UK,EUROPE
4,KX618578.1,UK,EUROPE
4,KX618558.1,UK,EUROPE
4,KX618544.1,UK,EUROPE
4,MN833035.1,Turkey,WEST ASIA
4,MT229426.1,Turkey,WEST ASIA
4,MH550358.1,Canada: Bristish Columbia,WEST NA
4,MG931917.1,Canada: Bristish Columbia,WEST NA
4,MH550352.1,Canada: Bristish Columbia,WEST NA
4,MH550351.1,Canada: Bristish Columbia,WEST NA
4,MH550350.1,Canada: Bristish Columbia,WEST NA
4,MH550359.1,Canada: Bristish Columbia,WEST NA
4,MG931937.1,USA: Alaska,WEST NA
4,MG931922.1,USA: Alaska,WEST NA
4,MG931935.1,USA: Alaska,WEST NA
4,MG931919.1,USA: Alaska,WEST NA
4,MG931918.1,USA: Alaska,WEST NA
4,AY213565.1,USA: Washington,WEST NA
5,AY554329.1,Bhutan,EAST ASIA
5,AY554328.1,Bhutan,EAST ASIA
5,KJ643347.1,China,EAST ASIA
5,KT822257.1,China,EAST ASIA
5,KJ643346.1,China,EAST ASIA
5,KT822331.1,China,EAST ASIA
5,KT822330.1,China,EAST ASIA
5,KY389166.1,China,EAST ASIA
5,KY389165.1,China,EAST ASIA
5,KY389164.1,China,EAST ASIA
5,KY389163.1,China,EAST ASIA
5,KY389162.1,China,EAST ASIA
5,KY389161.1,China,EAST ASIA
5,KY389160.1,China,EAST ASIA
5,MK850395.1,China,EAST ASIA
5,KT822260.1,China,EAST ASIA
5,KJ643345.1,China,EAST ASIA
5,KF032528.1,China,EAST ASIA
5,KJ643343.1,China,EAST ASIA
5,KU885967.1,China,EAST ASIA
5,KU885966.1,China,EAST ASIA
5,MK850392.1,China,EAST ASIA
5,KJ643349.1,China,EAST ASIA
5,KJ643348.1,China,EAST ASIA
5,KF032524.1,China,EAST ASIA
5,MG931821.1,China,EAST ASIA
5,MG931791.1,China,EAST ASIA
5,MG931772.1,China,EAST ASIA
5,MG931739.1,China,EAST ASIA
5,MG931738.1,China,EAST ASIA
5,MG931836.1,China,EAST ASIA
5,MG931743.1,China,EAST ASIA
5,MG931742.1,China,EAST ASIA
5,MG931735.1,China,EAST ASIA
5,MG931878.1,China,EAST ASIA
5,MG931846.1,China,EAST ASIA
5,KP162332.1,China,EAST ASIA
5,KP162335.1,China,EAST ASIA
5,KT822327.1,China,EAST ASIA
5,KT822326.1,China,EAST ASIA
5,KT822325.1,China,EAST ASIA
5,KT822324.1,China,EAST ASIA
5,KT822323.1,China,EAST ASIA
5,KP162318.1,China,EAST ASIA
5,KF032527.1,China,EAST ASIA
5,KP162314.1,China-Polyporus associate,EAST ASIA
5,AB510889.1,Japan,EAST ASIA
5,EU257719.1,Czech Republic,EUROPE
5,HQ232288.1,Finland,EUROPE
5,JN657445.1,Finland,EUROPE
5,KP960525.1,Finland,EUROPE
5,MG720820.1,Finland,EUROPE
5,FJ664580.1,France,EUROPE
5,KF823629.1,Germany,EUROPE
5,KP960528.1,Italy,EUROPE
5,KP960529.1,Italy,EUROPE
5,KP960526.1,Italy,EUROPE
5,JN657446.1,Italy,EUROPE
5,KP960527.1,Italy,EUROPE
5,JF907778.1,Italy,EUROPE
5,GU062302.1,Latvia,EUROPE
5,FJ903313.1,Latvia,EUROPE
5,AJ250053.1,Poland,EUROPE
5,AY848939.1,Poland,EUROPE
5,AM981225.1,Slovenia,EUROPE
5,KY352513.1,Sweden,EUROPE
5,JN657451.1,Ukraine,EUROPE
5,JN657449.1,ukraine,EUROPE
5,JN657447.1,Ukraine,EUROPE
5,JN657448.1,Ukraine,EUROPE
5,MW871593.1,USA: California,WEST NA
6,KT822289.1,China,EAST ASIA
6,KT822284.1,China,EAST ASIA
6,KT822273.1,China,EAST ASIA
6,KT822268.1,China,EAST ASIA
6,KT822264.1,China,EAST ASIA
6,KU885968.1,China,EAST ASIA
6,KU885960.1,China,EAST ASIA
6,KU885958.1,China,EAST ASIA
6,KU885957.1,China,EAST ASIA
6,KU885955.1,China,EAST ASIA
6,KU885954.1,China,EAST ASIA
6,KU885953.1,China,EAST ASIA
6,KU885952.1,China,EAST ASIA
6,KU885951.1,China,EAST ASIA
6,MW404994.1,China,EAST ASIA
6,KP335049.1,China,EAST ASIA
6,KJ643335.1,China,EAST ASIA
6,KF032533.1,China,EAST ASIA
6,KF032526.1,China,EAST ASIA
6,KF032522.1,China,EAST ASIA
6,KF032521.1,China,EAST ASIA
6,KY389188.1,China,EAST ASIA
6,KY389173.1,China,EAST ASIA
6,KP162327.1,China,EAST ASIA
6,KY389179.1,China,EAST ASIA
6,KY389178.1,China,EAST ASIA
6,KY389151.1,China,EAST ASIA
6,MG931883.1,China,EAST ASIA
6,MG931876.1,China,EAST ASIA
6,MG931872.1,China,EAST ASIA
6,MG931869.1,China,EAST ASIA
6,MG931864.1,China,EAST ASIA
6,MG931860.1,China,EAST ASIA
6,MG931857.1,China,EAST ASIA
6,MG931850.1,China,EAST ASIA
6,MG931792.1,China,EAST ASIA
6,MG931877.1,China,EAST ASIA
6,MG931868.1,China,EAST ASIA
6,MG931867.1,China,EAST ASIA
6,MG931844.1,China,EAST ASIA
6,MG931843.1,China,EAST ASIA
6,MG931745.1,China,EAST ASIA
6,MG931744.1,China,EAST ASIA
6,KY389193.1,China,EAST ASIA
6,MW404996.1,China,EAST ASIA
6,KP162310.1,China,EAST ASIA
6,MW404995.1,China,EAST ASIA
6,AB300719.1,China,EAST ASIA
6,KP162307.1,China,EAST ASIA
6,KP162306.1,China,EAST ASIA
6,MW554111.1,China,EAST ASIA
6,KT822301.1,China,EAST ASIA
6,KY389159.1,China,EAST ASIA
6,KY389183.1,China,EAST ASIA
6,KY389182.1,China,EAST ASIA
6,KP162311.1,China-Polyporus associate,EAST ASIA
6,KP162325.1,China-Polyporus associate,EAST ASIA
6,AB300721.1,China: Polyporus,EAST ASIA
6,AB510881.1,Japan,EAST ASIA
6,KT822285.1,South Korea,EAST ASIA
6,MG696204.1,South Korea,EAST ASIA
6,KX963789.1,South Korea,EAST ASIA
6,MG696200.1,South Korea,EAST ASIA
7,MF095794.1,Japan,EAST ASIA
7,MG931762.1,Denmark,EUROPE
7,JN657464.1,France,EUROPE
7,AF163584.1,France,EUROPE
7,AF163586.1,France,EUROPE
7,HQ232290.1,France,EUROPE
7,AF163585.1,France,EUROPE
7,JN657465.1,France,EUROPE
7,MG931767.1,France,EUROPE
7,AF163581.1,Hungary,EUROPE
7,KP960557.1,Italy,EUROPE
7,KP960536.1,Italy,EUROPE
7,KP960564.1,Italy,EUROPE
7,KP960537.1,Italy,EUROPE
7,KP960555.1,Italy,EUROPE
7,KP960563.1,Italy,EUROPE
7,KP960566.1,Italy,EUROPE
7,KP960562.1,Italy,EUROPE
7,KP960565.1,Italy,EUROPE
7,KP960561.1,Italy,EUROPE
7,KP960554.1,Italy,EUROPE
7,KP960539.1,Italy,EUROPE
7,KP960538.1,Italy,EUROPE
7,KP960552.1,Italy,EUROPE
7,KP960558.1,Italy,EUROPE
7,KP960550.1,Italy,EUROPE
7,FJ875692.1,Italy,EUROPE
7,KP960556.1,Italy,EUROPE
7,FJ716618.1,Italy,EUROPE
7,AY848938.1,Poland,EUROPE
7,KX756392.1,Poland,EUROPE
7,KP960535.1,Portugal,EUROPE
7,KF020706.1,Slovenia,EUROPE
7,AJ250051.1,Slovenia,EUROPE
7,EU266546.1,Spain,EUROPE
7,EU266545.1,Spain,EUROPE
7,KY352514.1,Sweden,EUROPE
7,AM269762.1,Switzerland,EUROPE
7,AF163579.1,UK,EUROPE
7,AF163582.1,UK,EUROPE
7,AF163580.1,UK,EUROPE
7,KX618581.1,UK,EUROPE
7,MH855148.1,UK,EUROPE
7,JF313749.1,UK,EUROPE
7,KX618568.1,UK,EUROPE
7,AF163578.1,UK,EUROPE
7,JN657466.1,Ukraine,EUROPE
7,AF310329.1,South Africa,SUBSAHARAN AFRICA
7,AF310328.1,South Africa,SUBSAHARAN AFRICA
7,HQ441180.1,South Africa,SUBSAHARAN AFRICA
7,HQ441179.1,South Africa,SUBSAHARAN AFRICA
7,EF637086.1,Azerbaijan,WEST ASIA
7,AF163583.1,Iran,WEST ASIA
8,KC111010.1,Mexico,CENTRAL AMERICA
8,JX281811.1,Mexico,CENTRAL AMERICA
8,JX281809.1,Mexico,CENTRAL AMERICA
8,JX281810.1,Mexico,CENTRAL AMERICA
8,AY213559.1,Canada: Quebec,EAST NA
8,FJ664578.1,Canada: Quebec,EAST NA
8,FJ664577.1,Canada: Quebec,EAST NA
8,MG931771.1,USA,EAST NA
8,MG931763.1,USA,EAST NA
8,JN020974.1,USA: Maryland,EAST NA
8,AY213570.1,USA: Michigan,EAST NA
8,AY213569.1,USA: Michigan,EAST NA
8,KC176342.1,USA: Michigan,EAST NA
8,AY213561.1,USA: Michigan,EAST NA
8,AY213560.1,USA: Michigan,EAST NA
8,MG931911.1,USA: Minnesota,EAST NA
8,MG931910.1,USA: Minnesota,EAST NA
8,MG931907.1,USA: Minnesota,EAST NA
8,MG931906.1,USA: Minnesota,EAST NA
8,MG931905.1,USA: Minnesota,EAST NA
8,MG931904.1,USA: Minnesota,EAST NA
8,KX065936.1,USA: Mississippi,EAST NA
8,MG931933.1,USA: Mississippi,EAST NA
8,KX065933.1,USA: Mississippi,EAST NA
8,KX065935.1,USA: Mississippi,EAST NA
8,MG931934.1,USA: North Carolina,EAST NA
8,MG931927.1,USA: North Carolina,EAST NA
8,MG931926.1,USA: North Carolina,EAST NA
8,MG931923.1,USA: North Carolina,EAST NA
8,DQ469802.1,USA: South Carolina,EAST NA
8,AY213571.1,USA: Wisconsin,EAST NA
8,KX065937.1,USA: Wisconsin,EAST NA
8,KX065939.1,USA: Wisconsin,EAST NA
8,MW448651.1,USA: Wisconsin,EAST NA
8,KX065932.1,USA: Wisconsin,EAST NA
8,KC788218.1,Germany,EUROPE
8,KC788215.1,Germany,EUROPE
8,KC788217.1,Germany,EUROPE
8,KC788216.1,Germany,EUROPE
8,KC788214.1,Germany,EUROPE
8,KX618566.1,UK,EUROPE
8,FJ664582.1,Canada: Bristish Columbia,WEST NA
9,KT822339.1,China,EAST ASIA
9,JF273508.1,China,EAST ASIA
9,MG931733.1,China,EAST ASIA
9,MG931732.1,China,EAST ASIA
9,AB510887.1,Japan,EAST ASIA
9,AB510868.1,Japan,EAST ASIA
9,AB716751.1,Japan,EAST ASIA
9,AB510867.1,Japan,EAST ASIA
9,AB510892.1,Japan,EAST ASIA
9,MG696207.1,South Korea,EAST ASIA
9,MG696205.1,South Korea,EAST ASIA
9,MG696203.1,South Korea,EAST ASIA
9,MG696201.1,South Korea,EAST ASIA
9,MG696209.1,South Korea,EAST ASIA
9,MG696208.1,South Korea,EAST ASIA
9,MG696202.1,South Korea,EAST ASIA
9,MK282235.1,South Korea,EAST ASIA
9,MG696199.1,South Korea,EAST ASIA
9,MG696198.1,South Korea,EAST ASIA
9,28b9f56581eb51a5efeea9cf17d61614..,Texas,EAST NA
9,28b9f56581eb51a5efeea9cf17d61614_2,Texas,EAST NA
9,MH855245.1,USA: Florida,EAST NA
9,MH855242.1,USA: Florida,EAST NA
9,MH854864.1,USA: Florida,EAST NA
9,MH855244.1,USA: Florida,EAST NA
9,MH855241.1,USA: Florida,EAST NA
9,AY213590.1,USA: Georgia,EAST NA
9,AY213589.1,USA: Georgia,EAST NA
9,KX065941.1,USA: Ohio,EAST NA
9,MF755263.1,USA: Tennessee,EAST NA
9,KT822338.1,Italy,EUROPE
9,FJ664613.1,Italy,EUROPE
9,KP960549.1,Italy,EUROPE
9,KP960545.1,Italy,EUROPE
10,FJ711606.1,ARGENTINA,TEMP. SOUTH AMERICA
10,FJ711605.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711604.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711598.1,Argentina,TEMP. SOUTH AMERICA
10,FJ660948.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711602.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711601.1,Argentina,TEMP. SOUTH AMERICA
10,KY559346.1,Argentina,TEMP. SOUTH AMERICA
10,FJ660949.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711600.1,Argentina,TEMP. SOUTH AMERICA
10,KY462458.1,Argentina,TEMP. SOUTH AMERICA
10,FJ660952.1,Argentina,TEMP. SOUTH AMERICA
10,FJ660951.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711603.1,Argentina,TEMP. SOUTH AMERICA
10,FJ660950.1,Argentina,TEMP. SOUTH AMERICA
10,FJ711599.1,Argentina,TEMP. SOUTH AMERICA
10,809db291953b264dc8ba3f8f58b0141e,Chile,TEMP. SOUTH AMERICA
10,53200af2ac12af99c8b357fc99890b67,Chile,TEMP. SOUTH AMERICA
10,53200af2ac12af99c8b357fc99890b67_2,Chile,TEMP. SOUTH AMERICA
10,a2b082ef7adb95e88d01879232245f2d,Chile,TEMP. SOUTH AMERICA
10,64cd492e1135796c8bb129212f6784c4,Chile,TEMP. SOUTH AMERICA
10,b218bfb31c91c468598bf121f818acd6,Chile,TEMP. SOUTH AMERICA
